# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
0.014278,-0.0247,0.6801,0.7617,1.02
0.023152,-0.0073,0.7124,0.6709,0.98
0.036647,0.0034,0.7073,0.6618,0.97
0.038682,0.0188,0.7078,0.6696,0.97
0.059501,0.0195,0.7063,0.6740,0.98
0.081799,0.0125,0.7014,0.6933,0.99
0.093455,0.0086,0.7034,0.6845,0.98
0.099290,0.0024,0.7056,0.6924,0.99
0.099371,-0.0005,0.7053,0.6907,0.99
0.099413,0.0010,0.7065,0.6887,0.99
0.109131,0.0012,0.7068,0.6887,0.99
0.126283,0.0044,0.7021,0.6889,0.98
0.138277,0.0059,0.7016,0.6973,0.99
0.150250,0.0093,0.6973,0.7102,1.00
0.161869,0.0181,0.6877,0.7273,1.00
0.174100,0.0195,0.6887,0.7349,1.01
0.186018,0.0176,0.6907,0.7366,1.01
0.198150,0.0090,0.6892,0.7383,1.01
0.210289,0.0073,0.6863,0.7459,1.01
0.222149,0.0024,0.6853,0.7515,1.02
0.233265,0.0000,0.6911,0.7351,1.01
0.244401,-0.0039,0.6880,0.7324,1.00
0.256139,-0.0037,0.6880,0.7398,1.01
0.267992,-0.0078,0.6858,0.7564,1.02
0.279527,-0.0032,0.6826,0.7554,1.02
0.291265,-0.0022,0.6843,0.7556,1.02
0.303027,-0.0010,0.6819,0.7532,1.02
0.314714,0.0017,0.6784,0.7539,1.01
0.326383,0.0078,0.6775,0.7610,1.02
0.338053,0.0083,0.6755,0.7632,1.02
0.349651,0.0137,0.6801,0.7613,1.02
0.361448,0.0103,0.6814,0.7552,1.02
0.373065,0.0066,0.6838,0.7510,1.02
0.384664,0.0090,0.6875,0.7400,1.01
0.396180,0.0044,0.6899,0.7402,1.01
0.407719,0.0029,0.6931,0.7310,1.01
0.419395,0.0037,0.6936,0.7297,1.01
0.431022,-0.0017,0.6941,0.7212,1.00
0.436912,-0.0044,0.6936,0.7239,1.00
0.437019,-0.0064,0.6929,0.7222,1.00
0.437059,-0.0042,0.6943,0.7224,1.00
0.449584,-0.0044,0.6931,0.7229,1.00
0.452204,-0.0039,0.6919,0.7246,1.00
0.454124,-0.0024,0.6914,0.7249,1.00
0.461572,-0.0015,0.6904,0.7258,1.00
0.464404,0.0015,0.6899,0.7275,1.00
0.473395,0.0012,0.6889,0.7266,1.00
0.485009,0.0032,0.6902,0.7293,1.00
0.496625,0.0044,0.6914,0.7266,1.00
0.508283,0.0059,0.6946,0.7280,1.01
0.519829,0.0051,0.6973,0.7302,1.01
0.531877,0.0076,0.6938,0.7251,1.00
0.543659,0.0093,0.6941,0.7263,1.00
0.546306,0.0115,0.6931,0.7280,1.01
0.555427,0.0105,0.6921,0.7266,1.00
0.558352,0.0122,0.6938,0.7229,1.00
0.580203,0.0107,0.6946,0.7219,1.00
0.582348,0.0105,0.6924,0.7202,1.00
0.584281,0.0093,0.6926,0.7187,1.00
0.588027,0.0081,0.6943,0.7161,1.00
0.593839,0.0086,0.6951,0.7139,1.00
0.596179,0.0081,0.6977,0.7087,0.99
0.605299,0.0086,0.6958,0.7048,0.99
0.608150,0.0105,0.6968,0.7026,0.99
0.610085,0.0071,0.6973,0.7007,0.99
0.611987,0.0059,0.6970,0.7036,0.99
0.619051,0.0042,0.6958,0.7038,0.99
0.622169,0.0029,0.6955,0.7056,0.99
0.630581,0.0032,0.6960,0.7068,0.99
0.642349,0.0020,0.6933,0.7085,0.99
0.653710,0.0002,0.6926,0.7144,0.99
0.665222,0.0010,0.6894,0.7256,1.00
0.676508,0.0010,0.6860,0.7366,1.01
0.688090,0.0020,0.6833,0.7493,1.01
0.700333,0.0029,0.6811,0.7561,1.02
0.711186,0.0020,0.6845,0.7586,1.02
0.714743,0.0024,0.6784,0.7530,1.01
0.722837,0.0017,0.6782,0.7532,1.01
0.728795,-0.0012,0.6811,0.7532,1.02
0.728869,0.0017,0.6775,0.7525,1.01
0.728911,0.0017,0.6775,0.7525,1.01
0.736034,0.0066,0.6750,0.7520,1.01
0.738091,0.0044,0.6753,0.7537,1.01
0.747586,0.0024,0.6792,0.7549,1.02
0.750136,0.0000,0.6799,0.7608,1.02
0.753212,0.0022,0.6765,0.7617,1.02
0.754294,0.0034,0.6758,0.7630,1.02
0.761452,0.0046,0.6762,0.7652,1.02
0.773360,0.0066,0.6753,0.7657,1.02
0.776193,0.0064,0.6843,0.7713,1.03
0.778240,0.0073,0.6841,0.7715,1.03
0.780205,0.0086,0.6838,0.7693,1.03
0.786577,0.0090,0.6843,0.7686,1.03
0.798497,0.0093,0.6850,0.7605,1.02
0.811024,0.0068,0.6892,0.7493,1.02
0.822723,0.0042,0.6889,0.7363,1.01
0.826277,0.0022,0.6899,0.7307,1.00
0.828145,0.0027,0.6899,0.7315,1.01
0.830158,0.0022,0.6899,0.7290,1.00
0.836438,0.0010,0.6899,0.7275,1.00
0.848326,-0.0002,0.6904,0.7258,1.00
0.852094,-0.0010,0.6899,0.7217,1.00
0.854106,-0.0005,0.6909,0.7214,1.00
0.861796,-0.0022,0.6909,0.7224,1.00
0.873797,0.0002,0.6899,0.7239,1.00
0.876215,0.0049,0.6911,0.7302,1.01
0.878228,0.0046,0.6909,0.7319,1.01
0.888270,0.0044,0.6909,0.7322,1.01
0.892063,0.0064,0.6916,0.7383,1.01
0.894082,0.0064,0.6902,0.7390,1.01
0.896111,0.0059,0.6897,0.7393,1.01
0.902196,0.0054,0.6889,0.7388,1.01
0.914659,0.0020,0.6919,0.7356,1.01
0.918128,-0.0022,0.6963,0.7317,1.01
0.928201,-0.0015,0.6970,0.7310,1.01
0.939617,-0.0020,0.6968,0.7224,1.00
0.942417,-0.0017,0.6994,0.7219,1.01
0.945346,-0.0017,0.6990,0.7200,1.00
0.946241,-0.0027,0.7002,0.7222,1.01
0.954880,-0.0037,0.6997,0.7229,1.01
0.966651,0.0000,0.6994,0.7256,1.01
0.970060,0.0034,0.6941,0.7334,1.01
0.972155,0.0046,0.6963,0.7349,1.01
0.978714,0.0061,0.6936,0.7351,1.01
0.981084,0.0066,0.6933,0.7346,1.01
0.989876,0.0083,0.6916,0.7334,1.01
1.001214,0.0112,0.6907,0.7324,1.01
1.012502,0.0117,0.6897,0.7322,1.01
1.023856,0.0142,0.6880,0.7266,1.00
1.035354,0.0137,0.6931,0.7175,1.00
1.046851,0.0149,0.6938,0.7178,1.00
1.058442,0.0169,0.6926,0.7161,1.00
1.070037,0.0068,0.6953,0.7117,0.99
1.081683,0.0039,0.6960,0.7092,0.99
1.094277,0.0034,0.6951,0.7126,1.00
1.105549,0.0007,0.6946,0.7205,1.00
1.118839,0.0015,0.6924,0.7249,1.00
1.137644,0.0012,0.6936,0.7219,1.00
1.140738,0.0020,0.6902,0.7290,1.00
1.157093,0.0017,0.6907,0.7327,1.01
1.173159,0.0024,0.6872,0.7405,1.01
1.176282,0.0081,0.6863,0.7476,1.01
1.178215,0.0098,0.6865,0.7466,1.01
1.180213,0.0093,0.6865,0.7468,1.01
1.187350,0.0100,0.6865,0.7493,1.02
1.199399,0.0103,0.6870,0.7517,1.02
1.211100,0.0110,0.6872,0.7520,1.02
1.227629,0.0098,0.6914,0.7483,1.02
1.230205,0.0105,0.6943,0.7446,1.02
1.238573,0.0103,0.6953,0.7434,1.02
1.250378,0.0081,0.6958,0.7380,1.01
1.254030,0.0090,0.6941,0.7293,1.01
1.261406,0.0093,0.6943,0.7290,1.01
1.272793,0.0081,0.6936,0.7244,1.00
1.276404,0.0068,0.6951,0.7202,1.00
1.278246,0.0066,0.6938,0.7205,1.00
1.288351,0.0068,0.6924,0.7209,1.00
1.292557,0.0034,0.6963,0.7224,1.00
1.294100,0.0046,0.6975,0.7227,1.00
1.296551,0.0044,0.6965,0.7244,1.00
1.302661,0.0042,0.6965,0.7244,1.00
1.314350,0.0022,0.6965,0.7266,1.01
1.318294,0.0037,0.6973,0.7307,1.01
1.328463,0.0039,0.6985,0.7297,1.01
1.339823,0.0054,0.6990,0.7315,1.01
1.342291,0.0032,0.7036,0.7280,1.01
1.344196,0.0022,0.7041,0.7280,1.01
1.346127,0.0020,0.7048,0.7275,1.01
1.352794,0.0022,0.7058,0.7275,1.01
1.364492,0.0002,0.7082,0.7249,1.01
1.368187,-0.0010,0.7080,0.7251,1.01
1.368868,-0.0015,0.7087,0.7251,1.01
1.377939,0.0012,0.7068,0.7266,1.01
1.380127,0.0083,0.7060,0.7329,1.02
1.389646,0.0076,0.7068,0.7329,1.02
1.401248,0.0071,0.7068,0.7337,1.02
1.412937,0.0066,0.7100,0.7371,1.02
1.424564,0.0024,0.7202,0.7456,1.04
1.436122,0.0037,0.7224,0.7549,1.04
1.447710,0.0110,0.7293,0.7532,1.05
1.459475,0.0134,0.7268,0.7522,1.05
1.471003,0.0112,0.7166,0.7530,1.04
1.482582,0.0217,0.7161,0.7530,1.04
1.494061,0.0330,0.7119,0.7473,1.03
1.506050,0.0364,0.7021,0.7449,1.02
1.517264,0.0391,0.7031,0.7373,1.02
1.528740,0.0445,0.7021,0.7363,1.02
1.540263,0.0489,0.7051,0.7344,1.02
1.551904,0.0672,0.7082,0.7239,1.01
1.563125,0.0821,0.7058,0.7119,1.01
1.574789,0.0860,0.7065,0.7043,1.00
1.586413,0.0938,0.6997,0.6843,0.98
1.597883,0.0862,0.7051,0.6748,0.98
1.609748,0.0828,0.7139,0.6765,0.99
1.621333,0.0848,0.7209,0.6762,0.99
1.632889,0.0860,0.7327,0.6811,1.00
1.644433,0.0936,0.7322,0.6831,1.01
1.656144,0.1002,0.7319,0.6797,1.00
1.667713,0.1175,0.7283,0.6648,0.99
1.679273,0.1297,0.7249,0.6738,1.00
1.690834,0.1405,0.7241,0.6855,1.01
1.702868,0.1532,0.7197,0.6872,1.01
1.715421,0.1576,0.7107,0.6767,0.99
1.718518,0.1713,0.7109,0.6738,0.99
1.735079,0.1717,0.7102,0.6738,0.99
1.737462,0.1813,0.7095,0.6621,0.99
1.739078,0.1815,0.7097,0.6599,0.99
1.743451,0.1825,0.7085,0.6565,0.98
1.743582,0.1818,0.7085,0.6540,0.98
1.744271,0.1818,0.7082,0.6525,0.98
1.746895,0.1803,0.7056,0.6503,0.98
1.753639,0.1805,0.7051,0.6494,0.98
1.766024,0.1749,0.7163,0.6469,0.98
1.768242,0.1744,0.7187,0.6430,0.98
1.770119,0.1747,0.7239,0.6450,0.99
1.777550,0.1749,0.7253,0.6452,0.99
1.780741,0.1678,0.7324,0.6457,0.99
1.789586,0.1666,0.7332,0.6469,0.99
1.792157,0.1669,0.7432,0.6508,1.00
1.794099,0.1683,0.7442,0.6508,1.00
1.796083,0.1698,0.7461,0.6523,1.01
1.801957,0.1717,0.7466,0.6523,1.01
1.813572,0.1737,0.7466,0.6521,1.01
1.816133,0.1776,0.7534,0.6545,1.01
1.818387,0.1783,0.7534,0.6545,1.01
1.820146,0.1791,0.7542,0.6565,1.02
1.826427,0.1791,0.7522,0.6555,1.01
1.830205,0.1796,0.7525,0.6596,1.02
1.838168,0.1796,0.7547,0.6594,1.02
1.849783,0.1823,0.7522,0.6633,1.02
1.861503,0.1813,0.7510,0.6640,1.02
1.873672,0.1884,0.7490,0.6677,1.02
1.885473,0.1967,0.7464,0.6655,1.02
1.897138,0.1979,0.7468,0.6645,1.02
1.908477,0.2023,0.7415,0.6479,1.01
1.919966,0.2067,0.7390,0.6359,1.00
1.931953,0.2103,0.7388,0.6271,0.99
1.943205,0.2328,0.7339,0.6064,0.98
1.954542,0.2573,0.7344,0.6056,0.99
1.965953,0.2521,0.7227,0.6073,0.98
1.977171,0.2541,0.7224,0.6088,0.98
1.988811,0.2775,0.7197,0.5995,0.98
2.000286,0.2827,0.7183,0.5961,0.98
2.011913,0.2827,0.7200,0.5944,0.98
2.023579,0.2910,0.7222,0.5959,0.98
2.035348,0.2880,0.7231,0.6034,0.98
2.046706,0.2893,0.7300,0.6157,1.00
2.058544,0.2846,0.7341,0.6179,1.00
2.070067,0.2893,0.7415,0.6374,1.02
2.081441,0.2968,0.7390,0.6418,1.02
2.092887,0.3049,0.7349,0.6433,1.02
2.104372,0.3169,0.7346,0.6513,1.03
2.115946,0.3227,0.7280,0.6506,1.03
2.127221,0.3281,0.7205,0.6440,1.02
2.132513,0.3281,0.7192,0.6408,1.02
2.132585,0.3281,0.7153,0.6310,1.01
2.139450,0.3288,0.7161,0.6257,1.01
2.151128,0.3283,0.7136,0.6198,1.00
2.154099,0.3376,0.7144,0.6066,1.00
2.163676,0.3374,0.7146,0.6059,1.00
2.168301,0.3384,0.7151,0.6027,0.99
2.168475,0.3413,0.7129,0.5951,0.99
2.170062,0.3418,0.7126,0.5924,0.99
2.177745,0.3430,0.7124,0.5898,0.99
2.189428,0.3467,0.7112,0.5849,0.98
2.192030,0.3547,0.7153,0.5827,0.99
2.194003,0.3586,0.7166,0.5807,0.99
2.196056,0.3594,0.7183,0.5814,0.99
2.203104,0.3628,0.7175,0.5795,0.99
2.215000,0.3647,0.7173,0.5795,0.99
2.218086,0.3950,0.7190,0.5746,1.00
2.220115,0.3997,0.7202,0.5741,1.00
2.228553,0.4021,0.7214,0.5751,1.01
2.240192,0.4187,0.7205,0.5709,1.01
2.252921,0.4358,0.7175,0.5744,1.02
2.256170,0.4573,0.7185,0.5785,1.03
2.258233,0.4615,0.7205,0.5790,1.03
2.260482,0.4634,0.7214,0.5800,1.04
2.262494,0.4681,0.7246,0.5810,1.04
2.271818,0.4730,0.7249,0.5819,1.04
2.274354,0.4881,0.7268,0.5810,1.05
2.276192,0.4896,0.7271,0.5817,1.05
2.278477,0.4925,0.7271,0.5807,1.05
2.307668,0.4930,0.7271,0.5812,1.05
2.307925,0.4898,0.7261,0.5788,1.05
2.311312,0.4644,0.7231,0.5802,1.04
2.312253,0.4608,0.7224,0.5753,1.03
2.319853,0.4608,0.7239,0.5727,1.03
2.331305,0.4603,0.7234,0.5626,1.03
2.342618,0.4571,0.7234,0.5436,1.01
2.353884,0.4639,0.7271,0.5367,1.02
2.365445,0.4681,0.7258,0.5365,1.02
2.376818,0.4652,0.7285,0.5360,1.02
2.388369,0.4549,0.7273,0.5338,1.01
2.399989,0.4454,0.7312,0.5343,1.01
2.411370,0.4481,0.7283,0.5385,1.01
2.422622,0.4595,0.7285,0.5426,1.02
2.434153,0.4698,0.7258,0.5448,1.02
2.448425,0.4720,0.7251,0.5460,1.02
2.457682,0.4505,0.7246,0.5534,1.02
2.468894,0.4295,0.7266,0.5553,1.01
2.480253,0.4151,0.7324,0.5673,1.02
2.493381,0.4085,0.7351,0.5832,1.02
2.504827,0.4073,0.7390,0.6069,1.04
2.516009,0.3997,0.7490,0.6171,1.05
2.527251,0.3982,0.7666,0.6210,1.06
2.538517,0.3955,0.7698,0.6220,1.07
2.549800,0.3713,0.7901,0.6174,1.07
2.560874,0.3518,0.8025,0.6198,1.07
2.572294,0.3435,0.8113,0.6232,1.08
2.584077,0.3533,0.8363,0.6166,1.10
2.595593,0.3809,0.8556,0.6022,1.11
2.607035,0.4007,0.8656,0.5802,1.12
2.618462,0.4063,0.8697,0.5719,1.12
2.630623,0.4393,0.9232,0.4752,1.13
2.641972,0.0867,0.6540,0.1485,0.68
2.653245,-0.0347,0.8211,-0.0010,0.82
2.656134,0.0489,0.2458,0.0281,0.25
2.658161,0.0440,0.2030,0.0286,0.21
2.660119,0.0447,0.1375,0.0205,0.15
2.662226,0.0386,0.0867,0.0171,0.10
2.667731,0.0252,0.0501,0.0195,0.06
2.670198,0.0012,0.0029,0.0161,0.02
2.679289,0.0002,0.0000,0.0107,0.01
2.690558,-0.0042,-0.0024,0.0100,0.01
2.701896,-0.0034,-0.0020,0.0125,0.01
2.713083,-0.0027,-0.0020,0.0105,0.01
2.724345,-0.0020,-0.0007,0.0110,0.01
2.735548,-0.0044,-0.0007,0.0132,0.01
2.746875,-0.0044,-0.0020,0.0112,0.01
2.758875,0.0628,-0.0555,0.1676,0.19
2.771195,-0.0941,0.1102,0.1788,0.23
2.781514,1.1710,1.0381,-0.5148,1.65
2.792855,2.1401,1.3786,1.5758,2.99
2.804210,0.4969,1.3522,1.8303,2.33
2.815698,0.3665,1.5477,2.0126,2.57
2.827138,0.2922,1.1671,2.0248,2.36
2.838712,0.3364,0.9616,1.3816,1.72
2.850374,0.2047,1.0547,1.2337,1.64
2.861686,0.0806,1.0510,1.2565,1.64
2.872909,-0.0647,0.9921,1.2460,1.59
2.884402,0.0144,1.0276,1.2750,1.64
2.895817,0.0740,1.0862,1.2650,1.67
2.907397,0.2416,1.0774,0.9105,1.43
2.918865,0.2634,1.0083,0.7427,1.28
2.930659,0.2531,0.9716,0.5438,1.14
2.942045,0.1764,0.9728,0.4087,1.07
2.953533,0.0635,1.0061,0.3454,1.07
2.964820,0.0359,1.0021,0.3435,1.06
2.976070,0.0450,0.9831,0.3630,1.05
2.987298,0.1173,0.8993,0.4268,1.00
2.998597,0.1649,0.8595,0.4046,0.96
3.009628,0.1952,0.8409,0.3501,0.93
3.021098,0.2111,0.8238,0.3310,0.91
3.035679,0.2135,0.8013,0.3188,0.89
3.043571,0.2040,0.7852,0.2822,0.86
3.054991,0.2045,0.7852,0.2795,0.86
3.066450,0.2216,0.7828,0.2621,0.85
3.078104,0.2353,0.7823,0.2565,0.86
3.090033,0.2446,0.7935,0.2592,0.87
3.092354,0.2387,0.8074,0.2836,0.89
3.094247,0.2348,0.8089,0.2919,0.89
3.102297,0.2321,0.8109,0.3029,0.90
3.115079,0.2162,0.8153,0.3469,0.91
3.118278,0.1837,0.8326,0.4388,0.96
3.129445,0.1779,0.8358,0.4573,0.97
3.131440,0.1520,0.8553,0.5179,1.01
3.149463,0.1466,0.8578,0.5282,1.02
3.157379,0.1405,0.8499,0.5656,1.03
3.169203,0.1444,0.8387,0.5800,1.03
3.180834,0.1375,0.8402,0.5878,1.03
3.184197,0.1173,0.8431,0.5895,1.04
3.186164,0.1121,0.8421,0.5888,1.03
3.200249,0.1043,0.8443,0.5900,1.04
3.211447,0.0823,0.8539,0.5934,1.04
3.221730,0.0679,0.8707,0.5893,1.05
3.232638,0.0611,0.8812,0.5663,1.05
3.236200,0.0557,0.8866,0.5465,1.04
3.245654,0.0528,0.8859,0.5424,1.04
3.248320,0.0503,0.8878,0.5409,1.04
3.250181,0.0486,0.8912,0.5255,1.04
3.252161,0.0501,0.8925,0.5223,1.04
3.262737,0.0503,0.8932,0.5192,1.03
3.266502,0.0547,0.8925,0.4999,1.02
3.268319,0.0557,0.8915,0.4942,1.02
3.270397,0.0572,0.8934,0.4920,1.02
3.277409,0.0579,0.8934,0.4886,1.02
3.289412,0.0633,0.8956,0.4806,1.02
3.292097,0.0711,0.8917,0.4727,1.01
3.294127,0.0716,0.8929,0.4727,1.01
3.301149,0.0743,0.8929,0.4705,1.01
3.312618,0.0794,0.8932,0.4681,1.01
3.323108,0.0809,0.8925,0.4671,1.01
3.334137,0.0765,0.8890,0.4671,1.01
3.345283,0.0743,0.8895,0.4818,1.01
3.356576,0.0816,0.8900,0.4933,1.02
3.367693,0.0909,0.8917,0.4955,1.02
3.378915,0.0923,0.8903,0.4972,1.02
3.390135,0.1092,0.8885,0.4837,1.02
3.401358,0.1073,0.8898,0.4720,1.01
3.412601,0.0926,0.8946,0.4674,1.01
3.423720,0.0816,0.8968,0.4796,1.02
3.435340,0.0921,0.9008,0.4815,1.03
3.446650,0.1407,0.9191,0.4659,1.04
3.457914,0.1603,0.9225,0.4605,1.04
3.469290,0.2563,0.9166,0.4190,1.04
3.480683,0.2775,0.8983,0.4082,1.03
3.492300,0.3198,0.8778,0.4305,1.03
3.503599,0.3845,0.8604,0.4385,1.04
3.515272,0.4200,0.8367,0.4019,1.02
3.518099,0.4099,0.8074,0.3794,0.98
3.537005,0.4031,0.8043,0.3797,0.98
3.538741,0.2091,0.7732,0.4224,0.91
3.540453,0.1710,0.7759,0.4334,0.91
3.542479,0.1507,0.7786,0.4398,0.91
3.544190,0.1080,0.7857,0.4537,0.91
3.550433,0.0694,0.7952,0.4686,0.93
3.561844,-0.0562,0.8118,0.5448,0.98
3.568725,-0.1283,0.8060,0.6122,1.02
3.575934,-0.1962,0.7847,0.6848,1.06
3.578447,-0.2223,0.7637,0.7224,1.07
3.587287,-0.2257,0.7615,0.7256,1.08
3.598455,-0.2521,0.7534,0.7383,1.08
3.609566,-0.3205,0.7302,0.7244,1.08
3.621009,-0.3775,0.7136,0.6963,1.07
3.632396,-0.4393,0.6733,0.6435,1.03
3.643390,-0.4803,0.6767,0.5900,1.02
3.654606,-0.4935,0.6823,0.5717,1.02
3.665858,-0.5145,0.6823,0.5553,1.02
3.677127,-0.5292,0.6916,0.5524,1.03
3.688209,-0.5460,0.6904,0.5636,1.05
3.699304,-0.5597,0.6867,0.5641,1.05
3.710414,-0.5778,0.6882,0.5727,1.07
3.721655,-0.5790,0.6797,0.5868,1.07
3.732862,-0.5661,0.6787,0.5966,1.07
3.744098,-0.5394,0.6819,0.5927,1.05
3.755122,-0.5204,0.6831,0.5927,1.04
3.766391,-0.4781,0.6845,0.5858,1.02
3.777495,-0.4705,0.6845,0.5868,1.02
3.788745,-0.4395,0.6797,0.5990,1.01
3.799898,-0.4319,0.6809,0.5939,1.00
3.810939,-0.4285,0.6792,0.5915,1.00
3.821999,-0.4234,0.6828,0.5832,0.99
3.833379,-0.4278,0.6880,0.5893,1.00
3.844150,-0.4229,0.6853,0.5998,1.00
3.855381,-0.4236,0.6872,0.6042,1.01
3.866745,-0.4202,0.6982,0.6015,1.01
3.878290,-0.4229,0.7082,0.5976,1.02
3.889571,-0.4312,0.7187,0.5981,1.03
3.900540,-0.4319,0.7197,0.5949,1.03
3.911787,-0.4288,0.7246,0.5846,1.03
3.923139,-0.4175,0.7239,0.5876,1.02
3.934454,-0.4121,0.7268,0.5890,1.02
3.945536,-0.4134,0.7312,0.6029,1.03
3.956615,-0.4161,0.7310,0.6071,1.04
3.967447,-0.4190,0.7395,0.5978,1.04
3.979107,-0.4187,0.7410,0.5956,1.04
3.989701,-0.4507,0.7664,0.5907,1.07
3.992028,-0.4825,0.7962,0.5888,1.10
3.994338,-0.4840,0.7996,0.5922,1.11
4.000894,-0.4859,0.7994,0.5942,1.11
4.012081,-0.4835,0.7940,0.6017,1.11
4.022955,-0.4456,0.7412,0.6340,1.07
4.034322,-0.4234,0.7261,0.6362,1.05
4.045893,-0.4156,0.7302,0.6208,1.04
4.057466,-0.4141,0.7288,0.6154,1.04
4.070801,-0.4012,0.7246,0.5753,1.01
4.089292,-0.4041,0.7190,0.5599,1.00
4.092052,-0.4136,0.7168,0.5358,0.99
4.094005,-0.4197,0.7197,0.5360,0.99
4.101432,-0.4253,0.7217,0.5363,0.99
4.112598,-0.4358,0.7251,0.5304,1.00
4.123171,-0.4525,0.7300,0.5299,1.01
4.134329,-0.4632,0.7354,0.5438,1.03
4.145913,-0.4466,0.7315,0.5585,1.02
4.157059,-0.4424,0.7310,0.5590,1.02
4.162221,-0.4437,0.7322,0.5582,1.02
4.172240,-0.4429,0.7317,0.5565,1.02
4.187945,-0.4336,0.7185,0.5287,0.99
4.204472,-0.4285,0.7275,0.5138,0.99
4.208276,-0.4224,0.7266,0.5113,0.98
4.208407,-0.4314,0.7278,0.5064,0.99
4.224792,-0.4376,0.7271,0.5023,0.99
4.228310,-0.4483,0.7471,0.5338,1.02
4.236494,-0.4461,0.7505,0.5431,1.03
4.247760,-0.4459,0.7547,0.5514,1.04
4.259571,-0.4569,0.7605,0.5937,1.07
4.270715,-0.4471,0.7688,0.5920,1.07
4.281650,-0.4576,0.7911,0.6220,1.11
4.292548,-0.4911,0.7994,0.6183,1.12
4.303288,-0.5089,0.8016,0.5609,1.10
4.314427,-0.4793,0.8438,0.5768,1.13
4.325505,-0.3433,0.8099,0.6257,1.08
4.336415,-0.3154,0.7801,0.6315,1.05
4.347449,-0.2577,0.7253,0.5531,0.95
4.358520,-0.2121,0.7056,0.5155,0.90
4.369875,-0.2485,0.6848,0.5717,0.93
4.381367,-0.1471,0.7686,0.5199,0.94
4.384158,-0.1131,0.7388,0.5546,0.93
4.386152,-0.1151,0.7432,0.5475,0.93
4.402985,-0.1146,0.7468,0.5404,0.93
4.408572,-0.1156,0.7759,0.5060,0.93
4.416493,-0.1146,0.7913,0.4583,0.92
4.420332,-0.0965,0.7950,0.4373,0.91
4.422131,-0.0919,0.7962,0.4351,0.91
4.424260,-0.0899,0.7984,0.4319,0.91
4.426274,-0.0889,0.8025,0.4344,0.92
4.428362,-0.0853,0.8050,0.4363,0.92
4.433437,-0.0855,0.8111,0.4410,0.93
4.436248,-0.0892,0.8245,0.4532,0.95
4.445693,-0.0892,0.8331,0.4588,0.96
4.456640,-0.0884,0.8411,0.4627,0.96
4.467613,-0.0711,0.9245,0.4779,1.04
4.478649,-0.0450,0.9416,0.4869,1.06
4.489629,-0.1207,0.9501,0.4297,1.05
4.500805,-0.1561,1.0249,0.3999,1.11
4.511772,-0.3005,1.0813,0.5807,1.26
4.522673,-0.4077,1.1394,0.7024,1.40
4.534035,-0.4564,1.1695,0.7891,1.48
4.544721,-0.5150,1.1903,0.9042,1.58
4.555538,-0.4593,1.1470,0.8641,1.51
4.566501,-0.4070,1.1160,0.7818,1.42
4.577403,-0.3884,1.0962,0.7400,1.38
4.588628,-0.3186,1.0092,0.6037,1.22
4.599684,-0.2900,0.9860,0.5949,1.19
4.610706,-0.2546,0.9501,0.6015,1.15
4.621691,-0.2062,0.9406,0.6193,1.14
4.632780,-0.2111,0.8942,0.6352,1.12
4.643731,-0.2099,0.8509,0.6181,1.07
4.654814,-0.2003,0.8426,0.5986,1.05
4.665817,-0.1605,0.8199,0.5282,0.99
4.676566,-0.1287,0.8113,0.4857,0.95
4.687504,-0.1009,0.7984,0.4525,0.92
4.698657,-0.0977,0.7962,0.4471,0.92
4.709528,-0.0909,0.7708,0.3926,0.87
4.720126,-0.0884,0.7586,0.3640,0.85
4.731052,-0.0897,0.7508,0.3362,0.83
4.741976,-0.0826,0.7456,0.3066,0.81
4.752810,-0.0738,0.7478,0.2883,0.80
4.763574,-0.0757,0.7508,0.2692,0.80
4.774715,-0.0770,0.7505,0.2521,0.80
4.785541,-0.0850,0.7500,0.1849,0.78
4.796340,-0.0850,0.7569,0.1422,0.77
4.807146,-0.0836,0.7749,0.1148,0.79
4.817941,-0.0833,0.7786,0.1175,0.79
4.829145,-0.0674,0.8162,0.1353,0.83
4.841004,-0.0601,0.8287,0.1446,0.84
4.852353,-0.0577,0.8433,0.1512,0.86
4.854256,-0.0599,0.8609,0.1683,0.88
4.858146,-0.0616,0.8646,0.1761,0.88
4.860368,-0.0623,0.8666,0.1798,0.89
4.877467,-0.0628,0.8673,0.1803,0.89
4.877770,-0.0638,0.8690,0.1827,0.89
4.879121,-0.0733,0.8766,0.1867,0.90
4.888299,-0.0743,0.8780,0.1869,0.90
4.892094,-0.0691,0.8790,0.1888,0.90
4.894180,-0.0657,0.8812,0.1879,0.90
4.901536,-0.0647,0.8812,0.1876,0.90
4.912257,-0.0545,0.8846,0.1869,0.91
4.923355,-0.0481,0.8883,0.1852,0.91
4.934240,-0.0493,0.8922,0.1781,0.91
4.945072,-0.0440,0.9003,0.1730,0.92
4.955993,-0.0386,0.9115,0.1664,0.93
4.966724,-0.0330,0.9183,0.1554,0.93
4.977524,-0.0342,0.9205,0.1524,0.93
4.988455,-0.0393,0.9369,0.1441,0.95
4.999456,-0.0420,0.9438,0.1522,0.96
5.010251,-0.0347,0.9499,0.1625,0.96
5.021191,-0.0308,0.9530,0.1698,0.97
5.032570,-0.0376,0.9513,0.1754,0.97
5.043501,-0.0406,0.9574,0.1688,0.97
5.054376,-0.0435,0.9623,0.1610,0.98
5.065425,-0.0447,0.9679,0.1554,0.98
